postUrl,action,imgUrl,postContent,type,likeCount,commentCount,postDate,viewCount,profileUrl,timestamp
https://www.linkedin.com/feed/update/urn:li:activity:6646359625920724992,Post,https://media-exp1.licdn.com/dms/image/sync/C4D27AQFJrajaNfLJGg/articleshare-shrink_800/0?e=1605535200&v=beta&t=kAB0kKbfDDQaYGdG77p9IIzs4yUPciQ0hmnlb5V7Oi8,"Wer wie ich auf der Suche nach guten Quellen rund um das Thema #PeopleAnalytics ist, sollte hier mal reinhören.",Image,2,0,8mo,87,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.586Z
https://www.linkedin.com/feed/update/urn:li:activity:6625332328216440832,Post,https://media-exp1.licdn.com/dms/image/sync/C4D27AQH8tp08zk7ujA/articleshare-shrink_800/0?e=1605535200&v=beta&t=xPAhtFgU7UkR2hEX_ag39EYvEf6YMk5b9ois7Txm8D4,"In einer Woche ist es endlich soweit. In unserem #FrooC Nr.3 können wir gemeinsam das von Mark Lambertz entwickelte #VSM Canvas erleben. Ist unsere Organisation überhaupt lebensfähig? Und wie könnte das aussehen? Finden wir es gemeinsam heraus. Natürlich kostenlos und praxisorientiert.Ihr benötigt diesmal eine grobe Vorstellung von Rollen, Events und Artefakten von #scrum Zur Anmeldung geht es hier:https://lnkd.in/dnn2JR2",Image,0,0,10mo,57,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.586Z
https://www.linkedin.com/feed/update/urn:li:activity:6609836748103008256,Post,https://media-exp1.licdn.com/dms/image/sync/C4D12AQGftKYB9bU2jA/article-cover_image-shrink_423_752/0?e=1611187200&v=beta&t=xtecXgRdB3s1x5WXQJ2da96U48LEb-7t-55pJ7U8Bm8,"Developing can be fun! And sometimes weird, sometimes surprising, sometimes not-so-much-fun",Image,0,0,Published,5,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.586Z
https://www.linkedin.com/feed/update/urn:li:activity:6608721506685984768,Post,https://media-exp1.licdn.com/dms/image/sync/C4D12AQEXdtPkNbbLiw/article-cover_image-shrink_720_1280/0?e=1611187200&v=beta&t=6yrYwl3CNuKl5_WFP6B5zTzThbCkfwUcMItNZRy_36c,"Feature preparation can have a huge impact on the performance of Predictions, as I saw at the Titanic-example",Image,0,0,Published,5,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.586Z
https://www.linkedin.com/feed/update/urn:li:activity:6607976080546516992,Post,,"No christmas party for the remote workers, end of the year is filled with memories",Image,2,1,Published,11,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6607604499739623424,Post,,Continuous integration and npm packages can be a real time saver - one of those two can also be a time sink,Image,0,0,Published,5,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6606911446557171712,Post,https://media-exp1.licdn.com/dms/image/sync/C4D12AQGHy-Iigok1-Q/article-cover_image-shrink_423_752/0?e=1611187200&v=beta&t=UUy_e7qLKfyOIf1tU3IL3yXRaInyFuruFM_1iW5oTXM,"Social Networks can be analyzed with different measures like closeness, page rank, etc. And soon I'm finishing all of my course and will dive into practive.",Image,0,0,Published,7,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6606553633871933440,Post,https://media-exp1.licdn.com/dms/image/sync/C4D12AQGkY1VS4owHUw/article-cover_image-shrink_600_2000/0?e=1611187200&v=beta&t=4204eO3rHWO0CVETs9q9ed_KYy2K3lk5JjB00J_Wh2A,"Every month ends with the same routine: Receipts & invoices. But afterwards, it feels great to relax",Image,3,0,Published,10,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6606183633881440256,Post,https://media-exp1.licdn.com/dms/image/sync/C4D12AQFfgYKOzI7x0A/article-cover_image-shrink_423_752/0?e=1611187200&v=beta&t=c7nMvdTrzz32VfF7xtZuqWidT7gQFAQ2ktnlRoyUDM4,"Spending my free time learning and looking for a new job. Good news: I know now, what I want.#remotework #datascience #job #diary",Image,7,0,Published,30,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6605819799165513728,Post,,#datascience #kaggle #remotework #learning #training,Image,5,0,Published,33,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6605728598005432320,Post,,#remotework #diary #developing #personal,Image,10,3,Published,76,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6539105156875735040,Post,https://media-exp1.licdn.com/dms/image/sync/C5612AQEEwXosIuRcrg/article-inline_image-shrink_1000_1488/0?e=1611187200&v=beta&t=qpwD1d1n7YAi3l7DOhZIDSvRfO_GAqfpB36J5LQx-98,Objectives und KeyResults in Hannover - ein Erfahrungsbericht von FREDERIX Hotspot,Image,3,0,1yr,136,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6533723617195245568,Post,,"Sind Sie OKR-Master, OKR-Autodidakt oder OKR-Coach? Sie sind also schon mit dem agilen Framework vertraut, die ersten OKR sind aufgestellt, aber die Motivation ist schon verloren gegangen? Beim Lesen der OKR verstehen Sie gar nicht mehr so richtig, was damit eigentlich genau gemeint war und am Ende der Iteration merken Sie, dass Sie die Key Results nicht erreicht haben? Doch wo liegt das Problem?Der Knackpunkt liegt in der guten Formulierung! Die Lösung für Sie?Unser OKR-Formulierungsworkshop!",Article,4,0,1yr,155,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6509020634205417472,Post,https://media-exp1.licdn.com/dms/image/sync/C4D27AQG3vkV4NZDetw/articleshare-shrink_800/0?e=1605535200&v=beta&t=ZmKrgLrHl-AGWHETjGP2X2EisJb7lQ8wI6LY7kkWJFM,"Kassel erkundet hervorragende Möglichkeiten der #OKRs aktiv die menschliche #Fähigkeit zu #Kreativität, #Wertsetzung und #Selbstverwirklichung zu fördern. Am 14.03 kommt BeratungTeam in die schöne Räume der Neuen Denkerei.  Eingeladen sind alle Veränderer, Innovatoren und Neugierige.",Image,5,0,1yr,128,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6495528860803702784,Post,https://media-exp1.licdn.com/dms/image/C4D22AQGK6A7iTkLzBg/feedshare-shrink_800/0?e=1608163200&v=beta&t=lD2wv_WNIREF6P_azCwlmBPwPZdQR5hEVYl8-onCzGM,"Wir zuvor bei Twitter frage ich auch gern über LinkedIn :) Ich suche Interviewpartner für den neuen Podcast über agiles Arbeiten im Automotive (vorzugsweise außerhalb der IT).Habt ihr Empfehlungen für mich, wer ihr/sein Wissen mit teilen könnte?",Image,0,0,1yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6492022648862703616,Post,https://media-exp1.licdn.com/dms/image/C4D22AQG6fd5OUDWwIg/feedshare-shrink_800/0?e=1608163200&v=beta&t=iVAsxHuNxx_IxTVzcpRr3tOyHH1QgRafaYh2ZofT2L8,"Ju-Hu! Herzlich Willkommen im neuen Jahr 2019 liebe  Mitdenkenden! Unsere beliebte #OKR - Infoveranstaltung findet wieder statt. Wer noch nichts über #OKR gehört hat, hier in Kürze: Bei OKR handelt es sich um eine innovative Führungsmethode, die sich der Hilfe inspirierender Ziele bedient. Dabei wird jedem Ziel (Objective) messbare Schlüsselergebnisse  (Key Results) zugeordnet. OKR kann als Framework verstanden werden, deren Eckpfeiler Fokus, Transparenz und Mitarbeiterbeteiligung darstellen. Da für uns bei OKR der Mitarbeiter selbst das Herzstück des Leitbilds darstellt, entsteht eine Motivation, die auf einer geteilten Leidenschaft für eine Vision und einer gemeinsamen Zielrichtung basiert.Also herzlich Willkommen am 30.01 um 18 Uhr in Hannover. #NewWork #Agiel Weitere Information hier:https://lnkd.in/d3beaTn",Image,0,0,1yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6462617478039109632,Post,https://media-exp1.licdn.com/dms/image/sync/C4D12AQFaYfktI9H5Xg/article-cover_image-shrink_423_752/0?e=1611187200&v=beta&t=NUlWz9XZMvccYXgiugeEDRb8N9Q3otOZgX5m-qCur7w,,Image,1,0,2yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6410950601542369280,Post,https://media-exp1.licdn.com/dms/image/C4D22AQF7GDUVuDU7CQ/feedshare-shrink_2048_1536/0?e=1608163200&v=beta&t=BJ7am8amZ4W1jAUdUTeJoc4zU-gUZ6yCRFoMk6BcHLM,"Danke Jan für den tollen Überblick zur agilen Unternehmenssteuerung mit OKRs in Deutschland in der aktuellen Berlin Valley Ausgabe. Hat uns gefreut, etwas beitragen zu dürfen! https://lnkd.in/gpZ8ZV6",Image,3,0,2yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6365961504931618816,Post,https://media-exp1.licdn.com/dms/image/C4D22AQG2pXLyP9_BLw/feedshare-shrink_800/0?e=1608163200&v=beta&t=VuFG_6AEswn2083YVzQKud4F2vm-QicxM4oTj8qqphI,"Interesting  read, thanks Johannes Mueller",Image,2,0,3yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6363471238018535424,Post,,"True, OKRs, like most tools, can help your company or even do harm",Text,0,0,3yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
https://www.linkedin.com/feed/update/urn:li:activity:6317277700411133952,Post,,Großartig!,Text,0,0,3yr,,https://www.linkedin.com/in/peterboesenberg/,2020-11-15T13:54:11.587Z
